stock_code,stock_name
059299,材料統一37購02
05929T,世紀鋼元大37售07
05929U,緯創元大34售01
059300,材料統一39購05
059301,穎崴統一37購01
059302,元日2X元大36購01
059304,FB越南元大34購01
059308,瑞昱元大37購01
05930T,臺股指元大3A售18
059311,偉詮電元大37購01
05931T,臺股指元大3A售19
059325,定穎控元大37購01
059328,材料元大37購01
059329,材料元大39購01
05932T,臺股指元大3A售20
059335,美費半群益39購01
059338,大亞群益35購01
059339,聯電群益35購01
05933T,臺股指元大3A售21
059340,台達電群益37購01
059347,新興群益34購01
05934T,世紀鋼國票37售04
059355,玉晶光群益35購02
059357,嘉澤群益34購01
059358,瑞鼎群益37購01
05935T,臺股指法興37售04
059362,材料群益37購02
059363,材料群益39購02
059364,立積群益37購01
059365,虹堡群益35購02
059369,臺股指群益39購01
05936T,臺股指法興37售05
059370,臺股指群益39購02
059371,中砂法興34購01
059374,開發金法興34購01
059375,日月光法興34購01
059376,力積電法興34購01
05937T,臺股指法興37售06
059380,裕民中信35購01
059381,陽明中信34購01
059384,材料中信37購01
059385,鴻海兆豐37購01
059386,材料兆豐36購01
059387,啟碁兆豐37購03
059388,穎崴兆豐37購02
059389,裕隆永豐35購02
05938T,臺股指法興37售07
059390,聯發科永豐35購02
059391,長榮永豐36購01
059392,新興永豐34購02
059393,裕民永豐34購01
059394,陽明永豐36購01
059395,奇鋐永豐36購02
059396,奇鋐永豐37購01
059397,健鼎永豐37購01
059398,瑞鼎永豐35購01
059399,碩天永豐37購01
05939T,臺股指法興37售08
059400,合勤控永豐35購01
059401,緯穎永豐35購03
059402,南電永豐35購01
059403,至上永豐34購01
059404,台積電第一38購01
059405,美費半凱基34購01
059406,美費半凱基37購01
059407,東陽凱基39購01
059409,華通凱基34購01
05940T,臺股指法興37售09
059410,華通凱基37購02
059417,新興凱基34購01
059418,裕民凱基34購03
059419,陽明凱基37購01
05941T,臺股指法興37售10
059420,萬海凱基34購02
059423,聯陽凱基3A購01
059425,創意凱基39購02
059428,瑞鼎凱基37購01
05942T,T50正2群益38售02
059430,材料凱基37購03
059432,祥碩凱基37購01
059434,樺漢凱基34購02
059437,臺股指凱基39購02
059438,臺股指凱基39購03
059439,臺股指凱基3C購01
05943T,臺股指群益37售22
059441,東陽元大37購01
059442,東陽元大38購01
059445,華通元大37購02
059446,華通元大38購01
059448,台積電元大38購01
05944T,臺股指群益37售23
059456,長榮元大37購03
05945T,臺股指群益37售24
059466,定穎控元大37購02
059467,定穎控元大38購01
05946T,臺股指群益37售25
059474,華新群益39購01
059476,智邦群益34購04
05947T,臺股指群益37售26
059481,陽明群益34購01
059486,欣興群益35購02
059487,健鼎群益38購01
059489,材料群益36購02
05948T,臺股指群益37售27
059496,至上群益35購01
059497,士電國票34購01
059498,美時國票35購02
059499,裕隆國票34購02
05949T,臺股指群益37售28
059500,華通國票34購02
059501,台亞國票34購02
059502,凌陽國票34購01
059503,南亞科國票34購01
059505,聯發科國票34購02
059506,聯發科國票34購03
059507,長榮國票34購01
059508,新興國票34購01
059509,裕民國票34購01
05950T,臺股指群益37售29
059512,陽明國票34購01
059513,陽明國票34購02
059514,萬海國票34購02
059515,慧洋國票35購01
059516,神基國票34購03
059517,欣興國票34購02
059518,瑞鼎國票34購01
059519,碩天國票34購02
05951T,新光金中信37售01
059520,定穎控國票34購02
059521,材料國票34購03
059522,愛普國票35購01
059523,南電國票34購02
059524,至上國票34購02
059525,世紀鋼國票34購05
059526,華通國泰35購03
059527,瑞鼎國泰35購01
059528,材料國泰35購01
059529,材料國泰35購02
05952T,群創中信37售04
059530,材料國泰35購03
059531,SGBR2X富邦35購01
059533,精英富邦39購01
059535,群光富邦36購01
059536,長榮富邦37購03
059538,力智富邦37購01
059539,華通元富34購04
05953T,宏達電統一39售01
059540,華通元富34購05
059541,旺宏元富34購03
059544,聯發科元富37購02
059545,一詮元富34購02
059547,裕民元富36購01
059548,定穎控元富36購02
059549,材料元富36購03
05954T,晶豪科台新37售01
059550,矽創元富34購04
059552,長榮統一39購01
059553,長榮統一39購02
059554,裕民統一37購01
059555,裕民統一37購02
059556,瑞鼎統一37購01
059557,智易統一37購04
059558,材料統一37購03
059559,材料統一39購06
05955T,T50正2國票38售02
059560,正文統一39購03
059561,華通永豐34購01
059562,華通永豐36購01
059563,華邦電永豐35購01
059564,技嘉永豐36購07
059565,長榮太永豐34購01
059566,玉晶光永豐36購01
059567,虹堡永豐35購01
059568,祥碩永豐36購01
05956T,滬深2X國票38售03
059573,聯詠第一38購01
059574,華通中信34購01
059576,長榮中信36購01
059577,祥碩中信35購01
059578,祥碩中信36購01
05957T,華泰國票38售02
059580,S&P正2凱基39購01
059585,華通凱基34購02
059586,精英凱基36購01
059588,智邦凱基38購01
059589,燿華凱基34購01
05958T,海華國票37售02
059593,台光電凱基35購03
059596,宏達電凱基34購03
059597,長榮凱基37購03
059598,陽明凱基35購01
059599,漢翔凱基37購01
05959T,力成國票38售02
059601,神基凱基39購01
059603,大立光凱基37購02
059604,奇鋐凱基34購06
059606,創意凱基39購03
05960T,長榮富邦3C售04
059613,晶心科凱基35購01
059614,緯穎凱基34購07
059615,南電凱基34購03
059616,至上凱基35購02
05961T,聯詠富邦39售02
059628,華通元大37購03
059629,華通元大38購02
05962T,元黃金元大3B售01
059638,聯發科元大37購02
059639,聯發科元大38購04
05963T,台積電元大37售09
059642,義隆元大38購01
059644,長榮元大37購04
05964T,力成元大37售06
059651,大立光元大37購02
05965T,緯穎元大37售10
059662,祥碩元大37購01
059663,祥碩元大38購01
059669,臺股指元大34購50
05966T,美時群益38售01
059670,臺股指元大34購51
059671,臺股指元大34購52
059673,三陽群益35購01
059678,台積電群益37購02
059679,台積電群益37購03
05967T,群創群益39售03
059680,華邦電群益37購01
059681,佳世達群益34購01
059684,聯發科群益39購01
059686,華新科群益34購01
05968T,臺股指群益39售22
059691,晶豪科群益35購01
059693,聯詠群益35購01
059694,健鼎群益37購01
059696,瑞鼎群益35購01
059698,日月光群益39購01
059699,材料群益35購01
05969T,臺股指群益39售23
059705,緯穎群益35購03
059707,南電群益35購02
059708,世紀鋼群益35購05
05970T,臺股指群益39售24
059715,臺股指群益3B購01
059716,美時國票34購03
059717,大成鋼國票34購02
059719,華新科國票35購01
05971T,臺股指群益39售25
059720,大立光國票34購03
059721,晶技國票35購01
059722,敦泰國票34購02
059723,瑞鼎國票34購02
059724,碩天國票34購03
059725,定穎控國票34購03
059726,立積國票34購02
059727,穎崴國票34購02
059729,力智國票34購02
05972T,臺股指群益3C售02
059730,龍德船國票34購01
059731,聯發科國泰35購02
059732,祥碩國泰35購01
059733,世紀鋼國泰35購01
059734,T50反1富邦37購01
059735,T50反1富邦37購02
059736,美時富邦39購02
05973T,臺股指群益3C售03
059745,FBNQ2X元富3C購01
059746,國巨元富39購01
059747,燿華元富36購01
05974T,臺股指群益46售02
059750,祥碩元富36購01
059751,祥碩元富36購02
059752,華通統一35購02
059753,華通統一36購02
059754,華邦電統一37購01
059755,聯發科統一37購02
059756,聯發科統一39購02
059757,聯發科統一3C購02
059758,長榮統一39購03
059759,陽明統一39購01
05975T,電子類群益39售02
059760,萬海統一39購01
059761,敦泰統一39購02
059762,瑞鼎統一39購02
059763,碩天統一39購03
059764,合勤控統一37購02
059765,材料統一39購07
059766,材料統一39購08
059767,天鈺統一37購01
059768,天鈺統一39購01
059769,祥碩統一37購01
05976T,電子類群益39售03
059770,致新統一39購01
059771,至上統一37購01
059773,東陽永豐36購01
059774,華通永豐34購03
059775,燿華永豐35購01
059776,毅嘉永豐36購01
059778,欣興永豐36購01
059779,瑞鼎永豐36購01
05977T,長榮凱基38售10
059780,祥碩永豐37購02
059781,康舒永豐36購02
059782,台泥兆豐39購01
059785,旺宏兆豐39購01
059786,技嘉兆豐34購02
059787,毅嘉兆豐35購01
059788,聯發科兆豐34購01
059789,創意兆豐34購01
05978T,裕民凱基37售06
059790,祥碩兆豐37購01
059791,啟碁兆豐37購04
059792,緯穎兆豐39購01
059794,至上中信35購01
059796,力麗凱基34購01
05979T,慧洋凱基37售06
059801,華通凱基37購03
059804,燿華凱基37購01
059809,聯發科凱基38購05
05980T,亞翔凱基38售04
059810,華新科凱基36購01
059816,大立光凱基37購03
059819,欣興凱基35購07
05981T,矽力凱基38售04
059820,晶技凱基34購01
059821,健鼎凱基37購01
059823,創意凱基39購04
059826,材料凱基35購02
059828,立積凱基36購01
05982T,臺股指凱基37售18
059830,啟碁凱基34購01
059832,南電凱基34購04
059833,致新凱基35購01
059839,華通元大38購03
05983T,臺股指凱基37售19
059841,台積電元大37購06
059842,台積電元大38購02
059845,毅嘉元大35購01
059849,聯發科元大37購03
05984T,臺股指凱基3A售35
059850,聯發科元大38購05
05985T,臺股指凱基3A售36
059862,創意元大37購08
059863,創意元大38購02
059867,材料元大37購02
059868,材料元大38購01
05986T,臺股指凱基3A售37
05987T,臺股指凱基3A售38
059882,華新群益38購01
059885,華通群益39購02
059886,燿華群益35購02
05988T,台光電元富37售05
059892,聯發科群益39購02
05989T,陽明元富37售07
059901,欣興群益39購01
059902,景碩群益39購01
059904,群創群益37購01
059905,嘉澤群益34購02
059908,定穎控群益39購01
05990T,明泰元富37售01
059910,材料群益37購03
059912,啟碁群益37購03
059914,緯穎群益39購03
059916,臺股指群益38購01
059917,臺股指群益38購02
059918,中興電國票34購01
059919,中鴻國票34購01
05991T,南寶元富37售03
059920,中橡國票34購01
059921,華通國票34購03
059922,鴻海國票35購02
059923,智邦國票34購01
059926,技嘉國票34購08
059927,技嘉國票35購03
059928,台光電國票34購02
059929,毅嘉國票34購02
05992T,臺股指元富39售07
059930,漢翔國票34購02
059931,中信金國票34購01
059932,聯陽國票34購03
059935,聯詠國票34購01
059936,碩天國票34購04
059937,正文國票34購02
059938,天鈺國票34購01
059939,天鈺國票34購02
05993T,臺股指元富39售08
059940,乙盛國票34購01
059941,虹堡國票35購02
059942,啟碁國票34購03
059943,樺漢國票34購03
059944,矽力國票34購03
059945,晶碩國票34購02
059946,緯穎國票34購03
059947,聯詠國泰35購01
05994T,臺股指元富39售09
059951,宏達電富邦36購01
059952,富華新富邦38購01
059954,嘉澤富邦35購01
059955,敦泰富邦37購01
059958,世紀鋼富邦34購02
059959,東陽統一39購02
05995T,臺股指元富39售10
059960,華通統一35購03
059961,智邦統一36購03
059962,燿華統一36購01
059963,毅嘉統一39購02
059964,碩天統一39購04
059965,康舒統一39購02
059966,穎崴統一39購01
059968,元債2X元富39購01
05996T,臺股指元富39售11
059972,台積電元富39購01
059974,毅嘉元富36購01
059975,友達元富36購01
059976,友達元富36購02
059979,定穎控元富36購04
05997T,群臺2X永豐39售01
059983,FB越南永豐35購01
059984,華通永豐37購01
059985,台積電永豐39購02
059986,技嘉永豐39購02
059987,富華新永豐36購01
059988,辛耘永豐36購01
059989,材料永豐34購03
05998T,聯詠第一38售02
059990,愛普永豐34購03
059992,東哥永豐36購01
059993,微星兆豐37購01
059994,健鼎兆豐37購02
059995,裕民第一37購01
059996,陽明第一37購01
059998,台積電中信36購04
05999T,台灣50元富37售05
060000,愛普中信35購02
060002,香港2X凱基34購02
060003,FB越南凱基37購02
060006,裕隆凱基39購01
060009,精英凱基34購01
06000T,敦泰元富37售06
060017,欣興凱基38購01
060018,晶技凱基34購02
06001T,力智元富37售02
060024,臻鼎凱基37購01
060026,立積凱基37購01
060028,穎崴凱基34購01
060029,緯穎凱基39購02
06002T,采鈺元富37售03
060030,力智凱基34購01
060033,長榮鋼國票34購01
060034,華邦電國票34購02
060035,微星國票34購02
060036,神基國票34購05
060037,健鼎國票34購02
060038,瑞鼎國票34購03
060039,貿聯國票34購01
06003T,華通台新37售01
060040,定穎控國票34購05
060041,材料國票34購05
060042,中磊國票34購01
060043,世紀鋼國票36購01
060044,定穎控國泰35購04
060045,定穎控國泰35購05
060046,啟碁國泰35購01
060047,欣興國泰35購02
060048,創意國泰35購03
060049,元債2X富邦34購02
06004T,威盛台新37售02
060050,華通富邦34購01
060052,嘉聯益富邦35購01
060053,啟碁富邦35購01
060054,燿華統一38購01
060055,燿華統一39購02
060056,神基統一36購03
060057,敦泰統一37購02
060058,碩天統一39購05
060059,天鈺統一39購02
06005T,緯創台新37售02
060064,金像電法興35購01
060065,台光電法興35購03
060068,聯詠法興34購01
06006T,國企2X國票38售03
060070,啟碁法興35購02
060072,裕隆元富34購01
060074,台積電元富39購02
060076,碩天元富36購02
060079,晶心科元富39購01
06007T,金像電國票38售03
060082,啟碁麥證34購01
060083,FBNQ2X元大34購01
060084,元日2X元大39購01
060089,東陽元大38購02
06008T,文曄國票37售02
060094,台積電元大37購07
060095,台積電元大38購03
06009T,文曄國票38售03
060105,聯發科元大37購04
060106,聯發科元大38購06
060109,長榮元大37購05
06010T,正文國票38售02
060110,長榮元大38購01
06011T,瑞祺國票37售02
060121,天鈺元大37購01
060122,天鈺元大38購01
060129,國企2X群益37購01
06012T,電子類國票38售05
060130,元日2X群益3A購01
060131,元金2X群益3A購01
060135,華邦電群益36購01
060138,友達群益39購01
060139,聯發科群益39購03
06013T,電子類國票38售06
060142,欣興群益37購02
060144,玉晶光群益35購04
060149,祥碩群益34購01
06014T,電子類國票38售07
060151,愛普群益34購03
060152,龍德船群益39購01
060154,T50反1第一39購01
060156,創意中信34購02
060158,T50反1永豐35購01
060159,旺宏永豐36購01
06015T,電子類國票38售08
060160,技嘉永豐39購03
060161,富華新永豐35購01
060162,玉晶光永豐35購01
060163,嘉澤永豐36購01
060164,晶心科永豐34購02
060165,緯穎永豐34購04
060166,寶成永豐35購01
060167,長榮兆豐37購01
060168,創意兆豐34購02
060169,同欣電兆豐36購02
06016T,電子類國票38售09
060170,康舒兆豐36購03
060172,國企2X凱基37購01
060173,FBNQ2X凱基34購03
060174,元日2X凱基3A購01
060175,SGBR2X凱基34購05
060176,台泥凱基37購01
060179,華新凱基38購03
06017T,金融類國票38售03
060182,為升凱基35購01
060187,聯發科凱基35購07
060188,長榮凱基37購04
060189,新興凱基34購02
06018T,金融類國票38售04
060192,大立光凱基35購05
060194,奇鋐凱基37購06
060197,台勝科凱基35購01
060198,碩天凱基34購02
06019T,文曄群益37售03
060204,伊雲谷凱基35購02
060205,采鈺凱基35購01
060206,南電凱基35購01
060207,巨大凱基35購01
060208,T50反1群益39購01
060209,東陽群益35購02
06020T,臺股指群益38售11
060210,東元群益39購01
06021T,臺股指群益38售12
060220,飛宏群益35購02
060224,神基群益35購01
060226,欣興群益35購03
06022T,滬深2X元大37售07
060231,樺漢群益34購02
060236,世紀鋼群益38購01
060237,貿聯元富36購01
06023T,國企2X元大37售03
060240,台積電麥證34購04
060241,台積電麥證36購02
060245,台灣50元大36購05
060246,台灣50元大36購06
060247,台灣50元大36購07
060248,台灣50元大37購02
060249,台灣50元大37購03
06024T,聯電元大37售09
060256,美時元大37購04
06025T,台積電元大37售10
06026T,台積電元大37售11
060275,材料元大37購03
060276,材料元大38購02
06027T,聯發科元大37售16
060287,技嘉國泰35購02
060288,長榮國泰35購03
060289,陽明國泰35購01
06028T,漢翔元大37售05
060290,大立光國泰35購02
060291,玉晶光國泰35購01
060292,愛普國泰35購02
060293,華通富邦36購01
060294,偉詮電富邦34購01
060296,欣興富邦37購02
060297,健鼎富邦37購02
060298,碩天富邦37購02
060299,碩天富邦37購03
06029T,大立光元大37售23
060301,愛普富邦37購02
060303,緯穎富邦35購02
060304,台積電統一36購02
060305,台積電統一39購02
060306,大同統一36購01
060307,瑞昱統一37購01
060308,創意統一37購03
060309,合勤控統一37購03
06030T,南電元大37售07
060310,立積統一39購02
060311,立積統一39購03
060312,晶心科統一39購01
060313,香港2X國票35購02
060315,FBNQ2X國票34購02
060316,FBNQ2X國票35購01
060317,道瓊銀國票36購01
060319,亞力國票34購01
06031T,電子類元大39售03
060320,上銀國票34購01
060321,中華國票34購03
060324,致茂國票34購02
060325,南亞科國票34購02
060326,長榮國票34購02
060327,新興國票34購02
060328,裕民國票34購02
060329,開發金國票34購01
06032T,電子類元大39售04
060330,大立光國票34購04
060331,景碩國票34購02
060332,創意國票35購01
060333,祥碩國票34購02
060334,祥碩國票35購01
060336,佳必琪國票34購01
060337,同欣電國票34購01
060338,啟碁國票34購04
060339,愛普國票34購07
06033T,金融類元大39售03
060340,愛普國票35購02
060341,愛普國票35購03
060342,帝寶國票34購02
060343,南電國票34購03
060344,T50正2永豐36購01
060345,聚陽永豐35購01
060346,光寶科永豐37購01
060347,台積電永豐38購01
060349,奇鋐永豐37購02
06034T,力成凱基37售05
060350,達興永豐36購01
060351,穎崴永豐36購01
060352,臺股指永豐38購01
060353,貿聯兆豐39購01
060354,東元中信34購01
060355,亞力中信35購01
060356,燿華中信34購01
060357,金像電中信36購01
060358,健鼎中信36購01
06035T,臺股指凱基39售20
060360,立積中信35購01
060361,亞翔中信34購01
060363,臺股指中信39購02
060364,台灣50凱基36購05
060365,台灣50凱基36購06
060366,台灣50凱基36購07
060367,台灣50凱基36購08
060368,台灣50凱基37購05
060369,台灣50凱基37購06
06036T,臺股指凱基3C售02
060370,美費半凱基36購01
060371,東元凱基39購01
060372,寶齡凱基35購01
060373,台積電凱基34購02
060374,台積電凱基34購03
060375,友訊凱基34購02
060377,技嘉凱基42購01
060378,瑞昱凱基35購01
06037T,臺股指凱基3C售03
060380,美律凱基35購01
060381,聯發科凱基35購08
060382,長榮凱基38購01
060384,亞航凱基35購01
060388,富華新凱基35購01
060389,創意凱基36購07
06038T,臺股指凱基46售01
060392,貿聯凱基34購01
060394,材料凱基37購04
06039T,台灣50台新37售03
060400,緯穎凱基38購04
060402,富鼎凱基35購01
060403,臺股指凱基35購40
060404,臺股指凱基39購05
06040T,技嘉台新37售02
060419,華邦電元大37購01
06041T,英業達中信37售03
060420,華邦電元大38購01
06042T,滬深2X凱基39售06
06043T,國企2X凱基39售01
060447,臺股指元大34購55
060448,臺股指元大34購56
060449,臺股指元大34購57
06044T,英業達凱基37售20
060450,臺股指元大35購53
060451,臺股指元大35購54
060452,臺股指元大35購55
060453,香港2X群益39購02
060454,A50正2群益39購02
060456,SGBR2X群益39購01
06045T,漢翔凱基37售05
060467,燿華群益34購01
06046T,文曄凱基37售08
060470,長榮群益35購01
060476,天鈺群益34購01
060479,上海銀群益39購01
06047T,緯穎凱基37售19
060487,T50反1元富3C購01
06048T,南電凱基37售07
060490,美債2X元富34購02
060491,華通元富36購01
060492,台積電元富3C購01
060494,燿華元富36購02
060495,聯發科元富36購01
06049T,電子類凱基38售01
060500,T50正2國票34購07
060501,滬深2X國票34購01
060502,台泥國票34購01
060503,力麗國票34購01
060504,美時國票35購03
060505,新光鋼國票34購01
060506,光寶科國票34購04
060507,鴻海國票37購01
060508,廣宇國票34購01
06050T,電子類凱基39售01
060511,台積電國票34購03
060512,台積電國票34購04
060513,台積電國票34購05
060514,精英國票34購02
060515,金像電國票34購03
060516,華新科國票34購02
060517,奇鋐國票34購03
060518,欣興國票34購03
060519,健策國票34購03
06051T,金融類凱基3B售02
060520,聯茂國票34購02
060521,台郡國票34購01
060522,晶碩國票34購03
060524,臺股指國票34購03
060525,臺股指國票34購04
060526,臺股指國票34購05
060527,臺股指國票34購06
060528,燿華國泰35購01
060529,南亞科國泰35購01
06052T,美費半國票38售02
060530,緯穎國泰35購02
060531,南電國泰35購01
060532,裕隆富邦34購02
060533,裕隆富邦36購01
060534,光寶科富邦35購01
060535,台光電富邦35購02
060536,TPK富邦37購01
060538,鴻海法興36購01
06053T,臺股指國票37售10
060541,智邦法興35購02
060545,T50正2統一37購01
060546,台達電統一39購01
060547,創意統一39購03
060548,晶睿統一39購01
06054T,臺股指國票37售11
060550,聯茂統一37購04
060552,技嘉第一35購01
060553,欣興第一37購01
060554,台積電中信35購04
060555,FBNQ2X永豐36購01
060556,技嘉永豐3C購01
060557,奇鋐永豐36購03
060558,奇鋐永豐37購03
060559,承業醫永豐36購01
06055T,臺股指國票38售04
060560,亞翔永豐34購01
060563,SGBR2X凱基35購02
060564,SGBR2X凱基39購01
060565,卜蜂凱基35購01
060567,中砂凱基35購03
06056T,臺股指國票38售05
060570,美時凱基35購02
060571,上銀凱基34購02
060572,台積電凱基34購04
060574,華邦電凱基38購01
060577,瑞昱凱基34購02
060578,凌陽凱基34購04
06057T,國企2X群益39售02
060580,宏達電凱基34購04
060581,長榮凱基34購03
060582,威健凱基34購01
060585,智伸科凱基35購01
060587,材料凱基35購03
060588,上海銀凱基39購01
060589,亞翔凱基34購02
06058T,友達群益41售01
060592,GIS凱基35購01
060593,緯穎凱基35購07
060594,南電凱基34購05
060595,富鼎凱基36購01
060598,臺股指凱基35購42
060599,臺股指凱基35購43
06059T,萬海群益37售08
060600,臺股指凱基35購44
060601,臺股指凱基35購45
060604,台積電元富39購03
060605,亞翔元富36購01
060606,臺股指元富38購01
060607,臺股指元富38購02
060608,臺股指元富38購03
060609,台積電麥證34購05
06060T,群創群益41售01
060614,東陽群益34購02
060615,力麗群益35購01
060617,寶齡群益39購01
06061T,華擎群益37售04
060622,台積電群益37購04
060625,瑞昱群益37購01
060627,聯發科群益37購06
060628,長榮群益37購01
06062T,台灣50元富37售07
060635,日月光群益34購02
060638,亞翔群益35購01
060639,精成科群益35購01
06063T,威盛元富37售04
060641,帝寶群益35購01
060643,龍德船群益39購02
060646,FB越南元大35購01
06064T,京元電元富37售03
06065T,上証2X元大38售03
06066T,上証2X元大39售02
06067T,FBNQ2X元大37售04
060689,世紀鋼法興35購02
06068T,SGBR2X元大3A售02
060690,臺指反國票36購02
060691,臺指反國票37購01
060692,道瓊反國票35購01
060693,中砂國票34購03
060694,華通國票34購05
060695,中環國票34購01
060698,國巨國票34購01
060699,國巨國票34購02
06069T,台灣50永豐37售04
060700,瑞昱國票34購01
060701,毅嘉國票34購03
060702,飛宏國票34購02
060705,貿聯國票34購02
060706,康普國票34購01
060707,立積國票35購01
060708,達興國票34購01
060709,界霖國票34購01
06070T,台積電永豐37售06
060710,至上國票34購03
060711,臺股指國票35購01
060712,臺股指國票35購02
060713,臺股指國票35購03
060714,臺股指國票36購01
060715,東陽國泰35購01
060716,光寶科國泰35購02
060717,台積電國泰35購04
060718,辛耘國泰35購01
060719,天鈺國泰35購01
06071T,臺股指永豐37售03
060720,亞翔國泰35購01
060721,T50正2統一37購02
060722,帝寶統一37購01
060723,視陽統一37購02
060725,華通富邦35購01
060727,金像電富邦38購01
060728,漢翔富邦35購02
060729,慧洋富邦39購01
06072T,臺股指永豐37售04
060730,材料富邦36購01
060731,祥碩富邦35購01
060732,奇鋐第一37購01
060733,FBNQ2X凱基35購02
060734,FB越南凱基35購01
060735,中興電凱基35購02
060736,中華凱基35購02
060737,三陽凱基34購02
060738,台達電凱基36購02
060739,鴻海凱基34購05
06073T,金像電第一38售02
060740,台積電凱基36購08
060741,台積電凱基46購01
060742,旺宏凱基35購02
060743,智邦凱基34購04
060744,致茂凱基36購01
060745,金像電凱基34購04
060746,技嘉凱基36購08
060747,聯發科凱基34購06
060748,長榮凱基34購04
060749,新興凱基34購03
06074T,上証2X國票39售02
060750,慧洋凱基36購01
060751,長榮太凱基34購04
060752,大立光凱基35購06
060753,晶技凱基35購02
060754,健鼎凱基34購05
060755,創意凱基38購02
060756,嘉澤凱基34購04
060757,材料凱基3A購01
060758,致伸凱基34購02
060759,中磊凱基34購02
06075T,台達電國票37售03
060760,瑞儀凱基35購01
060761,聯茂凱基35購03
060762,同欣電凱基34購03
060763,晶碩凱基39購01
060764,帝寶凱基34購01
060765,緯穎凱基34購08
060766,南電凱基34購06
060767,中砂兆豐37購01
060768,燿華兆豐3A購01
060769,瑞昱兆豐36購01
06076T,華通國票38售02
060770,慧洋兆豐37購01
060771,瀚宇博兆豐3A購01
060772,緯穎台新34購01
060773,元債2X中信36購01
060774,晶碩中信34購01
060775,視陽中信35購01
060776,技嘉永豐3A購01
060777,美律永豐36購01
060778,聯發科永豐37購01
060779,智伸科永豐35購01
06077T,台積電國票37售04
060780,材料永豐37購01
060781,上海銀永豐36購01
060782,晶碩永豐36購02
060783,緯穎永豐37購01
060784,視陽永豐34購01
060785,富鼎永豐37購01
060786,台積電統一34購02
060787,元債2X元大38購01
060788,東陽元大34購07
060789,堤維西元大34購02
06078T,台積電國票38售04
060790,宏泰元大34購01
060791,美時元大34購01
060792,三陽元大34購04
060793,華通元大34購03
060794,鴻海元大34購02
060795,鴻海元大34購03
060796,台積電元大34購10
060797,台積電元大38購04
060798,台積電元大39購03
060799,瑞昱元大34購07
06079T,英業達國票38售03
060800,毅嘉元大34購01
060801,聯發科元大34購06
060802,聯發科元大38購07
060803,聯發科元大39購01
060804,長榮元大34購03
060805,長榮元大34購04
060806,長榮元大34購05
060807,慧洋元大34購02
060808,材料元大34購13
060809,材料元大34購14
06080T,臺股指國票38售08
060810,材料元大34購15
060811,天鈺元大34購01
060812,天鈺元大34購02
060813,天鈺元大39購01
060814,祥碩元大34購02
060815,祥碩元大34購03
060816,亞翔元大34購03
060817,亞翔元大34購04
060818,同欣電元大34購01
060819,同欣電元大34購02
06081T,臺股指國票38售09
060820,樺漢元大34購01
060821,樺漢元大34購02
060822,穎崴元大34購02
060823,力智元大34購03
060824,南電元大34購01
060825,南電元大38購01
060826,東哥元大34購01
060827,東哥元大34購02
060828,東哥元大39購01
060829,元債2X元富34購02
06082T,臺股指國票39售03
060830,元債2X元富34購03
060831,美債2X元富34購03
060832,堤維西元富34購01
060833,大亞元富34購03
060834,裕隆元富34購02
060835,台達電元富34購01
060836,鴻海元富41購01
060837,華航元富3A購01
060838,玉晶光元富37購01
060839,東陽麥證34購01
06083T,臺股指國票39售04
060840,材料麥證34購03
060841,正文麥證34購01
060842,緯穎麥證34購01
060843,鴻海法興34購01
060844,台積電法興34購01
060845,台積電法興34購02
060846,聯發科法興34購01
060847,東陽群益34購03
060848,東元群益34購01
060849,中興電群益34購02
06084T,SGBR2X凱基3B售03
060850,中砂群益34購01
060851,大亞群益34購03
060852,三陽群益34購01
060853,華通群益34購01
060854,友訊群益34購01
060855,華邦電群益34購01
060856,金像電群益34購01
060857,技嘉群益3A購02
060858,微星群益34購02
060859,瑞昱群益34購01
06085T,英業達凱基37售21
060860,聯發科群益34購04
060861,聯發科群益3A購01
060862,鉅祥群益35購01
060863,華新科群益34購02
060864,長榮群益36購01
060865,開發金群益34購02
060866,大立光群益34購01
060867,奇鋐群益34購04
060868,奇鋐群益34購05
060869,奇鋐群益3A購01
06086T,金像電凱基37售06
060870,零壹群益34購01
060871,聯詠群益3A購01
060872,創意群益38購01
060873,材料群益34購04
060874,亞翔群益38購02
060875,聯茂群益34購02
060876,GIS群益3A購01
060877,緯穎群益34購06
060878,南電群益34購01
060879,明基材群益3A購01
06087T,緯創凱基37售25
060880,富鼎群益34購01
060881,潤泰新群益36購01
060882,世紀鋼群益35購06
060883,國企2X國票34購02
060884,永冠國票34購01
060885,美時國票34購04
060886,上銀國票35購01
060887,聯電國票35購01
060888,聯電國票35購02
060889,旺宏國票35購02
06088T,來頡凱基37售04
060890,華邦電國票35購01
060891,瑞昱國票35購01
060892,凌陽國票35購01
060893,南亞科國票35購01
060894,一詮國票35購01
060895,裕民國票35購01
060896,漢翔國票35購01
060897,彰銀國票35購01
060898,國泰金國票35購01
060899,大立光國票35購01
06089T,群創富邦37售01
060900,威健國票35購01
060901,玉晶光國票35購01
060902,承業醫國票35購01
060903,立積國票35購02
060904,視陽國票35購01
060905,聯電國泰36購01
060906,技嘉國泰36購01
060907,慧洋國泰36購01
060908,奇鋐國泰36購01
060909,碩天國泰36購01
06090T,台積電統一3C售04
060910,堤維西富邦36購01
060911,中砂富邦38購01
060912,台積電富邦38購01
060913,台積電富邦38購02
060914,智邦富邦35購01
060915,技嘉富邦34購02
060916,玉晶光富邦38購01
